,0,1,2,3,4,5,6,7,8
0,0.037536821634807135,0.0745574028672656,0.07553135868038661,0.11218912696547056,0.0017386309569550262,0.009736035524392858,0.4383013446808996,0.019470225458565308,0.055571979289440986
1,0.03678855084422579,0.07307515135870939,0.07402988711991351,0.10996894697950972,0.001703940982621018,0.10525316616830255,0.4306920982055544,0.019081840963637665,0.04215780171429408
2,0.13876174606715588,0.059784102638021176,0.04567453944765328,0.09547705418077744,0.003748454746330013,0.3726318477423833,0.2444512757476063,0.011340552368612122,0.0017935623244701826
3,0.132697358140474,0.057145343285191094,0.04365667427798123,0.09127750166159711,0.003582636774260432,0.3576235106305023,0.2340459743691978,0.14549209758544962,0.01667097835178269
4,0.07497150783007939,0.05003315307003045,0.04113154001680977,0.07248889467221968,0.003375174781619821,0.3540270314700169,0.3024482012939194,0.013614708227857368,0.016753122502077035
5,0.13073814845444554,0.05629360574715147,0.05373811382176891,0.11223155306420017,0.004411395829394449,0.43066432509082647,0.033107748669869055,0.004448906172714279,0.023377367830881013
6,0.01588188794262396,0.039687202185959544,0.045450965979579996,0.0950118832720749,0.0037300811334033197,0.3709782191974151,0.24330102678297802,0.15138981045828723,0.018263675888600013
7,0.016675737461978434,0.041669066650129614,0.047719855697895254,0.09973106214525539,0.003916559565434548,0.3876507254264918,0.2549429247748272,0.012287906130838517,0.015995661403979868
8,0.13070229069651113,0.05627802050550729,0.05372323328719559,0.11220067727650941,0.004410171936109624,0.4305602054355683,0.03309856988075802,0.013836409547277445,0.022654689752955415
9,0.18999419172031723,0.04346222173605377,0.04403139987827219,0.09205756826010564,0.003613427593711706,0.36042472195356023,0.23598227699809335,0.011336929035703715,0.015907480379182506
10,0.07500736093373031,0.05005713010885965,0.041151261896150176,0.07252356905001187,0.0033767949379299787,0.35418238725596113,0.3025843554604078,0.0034055081687241356,0.014657827496849215
11,0.07500739130242381,0.05005715041818748,0.04115127860122677,0.0725235984202931,0.00337679631025645,0.3541825188392137,0.3025844707822987,0.010594563145458874,0.010677799838798036
12,0.09906123696112734,0.02048890822565536,0.046908822363122826,0.09804454166025539,0.003849896795641356,0.3817189240765682,0.2507894331582275,0.0116474301329464,0.018604385690271133
13,0.009800210428316318,0.009800210428316318,0.05606958759739463,0.11706705987046954,0.004603179175551056,0.4468372585069295,0.03454599068462994,0.004642320217605813,0.021831067089267193
14,0.017467284171439754,0.03902865444611415,0.05585034529443913,0.11661252802865936,0.004585142554606535,0.4453283850807948,0.03441073443976982,0.014385293087268472,0.024559642760261426
15,0.019461596250130553,0.05495933388995495,0.05567852247738576,0.11625627963557862,0.004571007346583272,0.4441441177711115,0.034304733943514805,0.004609874837857756,0.02713032936478451
16,0.21728701629971978,0.04646882555843825,0.17043377869947188,0.29468454569744,0.014114440193966966,0.22841026368424477,0.13659161117014662,0.014234441494254338,0.062175855533548895
17,0.15536830709558797,0.017402342228610524,0.04979617579328253,0.10404667803796387,0.004087246020276256,0.4026925178034291,0.030676546856266234,0.16563090625168087,0.025706601845650743
18,0.01668866731612676,0.041701344099071176,0.04775680680325666,0.09980789043249637,0.0039195968779835895,0.3879202341211618,0.25513194508934106,0.003952925519754148,0.0020028233505359973
19,0.19000552301468684,0.04346487488916688,0.04403408768746192,0.09206316316070257,0.003613648451887016,0.36044479126133644,0.23599615907744154,0.0072886544716234064,0.01726055459424605
20,0.17435160214850132,0.019569858467845203,0.044807016121578176,0.09367189141991801,0.0036771624098845125,0.3662023861495745,0.23998432436030243,0.007416757303633447,0.017238448578104935
21,0.21733831217074062,0.046480139523585685,0.17047452505161054,0.29475216110324004,0.01411788119844478,0.22846399755576519,0.1366244997440296,0.04426976478510181,0.04464871755534583
